id,name,split,lr,hr,hr_2_5m_path,hr_1m_path,hr_available_resolutions_m,hr_canonical_resolution_m,lon,lat,LC_detail_id,LC_detail_text,LC_superclass_id,LC_superclass_text,bands,native_band_resolution_m,stored_dtype,reflectance_scale,lr_source,lr_collection,lr_grid,lr_native_resolution,lr_width,lr_height,lr_pixel_size_m,lr_nodata,hr_source,hr_width,hr_height,hr_pixel_size_m,hr_nodata,crs,lr_transform,hr_transform,centroid_lon,centroid_lat,land_cover,land_cover_detail_id,land_cover_detail,land_cover_superclass_id,land_cover_superclass,neon_acquisition_id,neon_asset_id,neon_date,neon_start_datetime,neon_end_datetime,s2_asset_id,s2_date,s2_start_datetime,temporal_difference_days,cloud_score_plus_cdf,neon_nodata_percent,s2_nodata_percent,hr_2_5m_width,hr_2_5m_height,hr_2_5m_pixel_size_m,hr_2_5m_nodata,hr_2_5m_transform,hr_2_5m_status,hr_1m_width,hr_1m_height,hr_1m_pixel_size_m,hr_1m_nodata,hr_1m_transform,hr_1m_status
2023_DELA_7__2_4,2023_DELA_7__2_4.tif,validation,s2_l2a_10m/2023_DELA_7__2_4.tif,neon_2.5m_linearized/2023_DELA_7__2_4.tif,neon_2.5m_linearized/2023_DELA_7__2_4.tif,neon_1m_linearized/2023_DELA_7__2_4.tif,"[2.5, 1.0]",2.5,-87.79335505629484,32.55830647489715,90,WoodyWetlands,90,Water,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32616,"[10.0, 0.0, 424240.0, 0.0, -10.0, 3603880.0]","[2.5, 0.0, 424240.0, 0.0, -2.5, 3603880.0]",-87.79335505629484,32.55830647489715,Tree cover,90,WoodyWetlands,90,Water,2023_DELA_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DELA_7,2023-05-25,2023-05-25 14:23:34,2023-05-27 19:07:02,COPERNICUS/S2_SR_HARMONIZED/20230417T162831_20230417T163229_T16SDB,2023-04-17,2023-04-17 16:44:23.442,38,0.9176470588235294,0.0,0.0,1024,1024,2.5,0,"[2.5, 0.0, 424240.0, 0.0, -2.5, 3603880.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 424240.0, 0.0, -1.0, 3603880.0]",supplementary workflow by-product; not the paper benchmark target
2023_DELA_7__2_5,2023_DELA_7__2_5.tif,validation,s2_l2a_10m/2023_DELA_7__2_5.tif,neon_2.5m_linearized/2023_DELA_7__2_5.tif,neon_2.5m_linearized/2023_DELA_7__2_5.tif,neon_1m_linearized/2023_DELA_7__2_5.tif,"[2.5, 1.0]",2.5,-87.76608827778871,32.558475600581914,81,Pasture,80,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32616,"[10.0, 0.0, 426800.0, 0.0, -10.0, 3603880.0]","[2.5, 0.0, 426800.0, 0.0, -2.5, 3603880.0]",-87.76608827778871,32.558475600581914,Grassland,81,Pasture,80,Rural,2023_DELA_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DELA_7,2023-05-25,2023-05-25 14:23:34,2023-05-27 19:07:02,COPERNICUS/S2_SR_HARMONIZED/20230417T162831_20230417T163229_T16SDB,2023-04-17,2023-04-17 16:44:23.442,38,0.9176470588235294,0.0,0.0,1024,1024,2.5,0,"[2.5, 0.0, 426800.0, 0.0, -2.5, 3603880.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 426800.0, 0.0, -1.0, 3603880.0]",supplementary workflow by-product; not the paper benchmark target
2023_DELA_7__4_1,2023_DELA_7__4_1.tif,validation,s2_l2a_10m/2023_DELA_7__4_1.tif,neon_2.5m_linearized/2023_DELA_7__4_1.tif,neon_2.5m_linearized/2023_DELA_7__4_1.tif,neon_1m_linearized/2023_DELA_7__4_1.tif,"[2.5, 1.0]",2.5,-87.87470619812446,32.51158125136915,90,WoodyWetlands,90,Water,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32616,"[10.0, 0.0, 416560.0, 0.0, -10.0, 3598760.0]","[2.5, 0.0, 416560.0, 0.0, -2.5, 3598760.0]",-87.87470619812446,32.51158125136915,Tree cover,90,WoodyWetlands,90,Water,2023_DELA_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DELA_7,2023-05-25,2023-05-25 14:23:34,2023-05-27 19:07:02,COPERNICUS/S2_SR_HARMONIZED/20230422T162839_20230422T164406_T16SDA,2023-04-22,2023-04-22 16:44:40.578,33,0.9176470588235294,0.0427840189482375,0.0,1024,1024,2.5,0,"[2.5, 0.0, 416560.0, 0.0, -2.5, 3598760.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 416560.0, 0.0, -1.0, 3598760.0]",supplementary workflow by-product; not the paper benchmark target
2023_DELA_7__4_2,2023_DELA_7__4_2.tif,validation,s2_l2a_10m/2023_DELA_7__4_2.tif,neon_2.5m_linearized/2023_DELA_7__4_2.tif,neon_2.5m_linearized/2023_DELA_7__4_2.tif,neon_1m_linearized/2023_DELA_7__4_2.tif,"[2.5, 1.0]",2.5,-87.8474540869658,32.511767785699675,22,LowIntensity,20,Developed,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32616,"[10.0, 0.0, 419120.0, 0.0, -10.0, 3598760.0]","[2.5, 0.0, 419120.0, 0.0, -2.5, 3598760.0]",-87.8474540869658,32.511767785699675,Tree cover,22,LowIntensity,20,Developed,2023_DELA_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DELA_7,2023-05-25,2023-05-25 14:23:34,2023-05-27 19:07:02,COPERNICUS/S2_SR_HARMONIZED/20230417T162831_20230417T163229_T16SDA,2023-04-17,2023-04-17 16:44:37.798,38,0.9176470588235294,0.0942283392780025,0.0,1024,1024,2.5,0,"[2.5, 0.0, 419120.0, 0.0, -2.5, 3598760.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 419120.0, 0.0, -1.0, 3598760.0]",supplementary workflow by-product; not the paper benchmark target
2023_DELA_7__4_3,2023_DELA_7__4_3.tif,validation,s2_l2a_10m/2023_DELA_7__4_3.tif,neon_2.5m_linearized/2023_DELA_7__4_3.tif,neon_2.5m_linearized/2023_DELA_7__4_3.tif,neon_1m_linearized/2023_DELA_7__4_3.tif,"[2.5, 1.0]",2.5,-87.82020172802756,32.51194841774677,22,LowIntensity,20,Developed,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32616,"[10.0, 0.0, 421680.0, 0.0, -10.0, 3598760.0]","[2.5, 0.0, 421680.0, 0.0, -2.5, 3598760.0]",-87.82020172802756,32.51194841774677,Tree cover,22,LowIntensity,20,Developed,2023_DELA_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DELA_7,2023-05-25,2023-05-25 14:23:34,2023-05-27 19:07:02,COPERNICUS/S2_SR_HARMONIZED/20230417T162831_20230417T163229_T16SDB,2023-04-17,2023-04-17 16:44:23.442,38,0.9019607843137256,0.4022105680031683,0.0,1024,1024,2.5,0,"[2.5, 0.0, 421680.0, 0.0, -2.5, 3598760.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 421680.0, 0.0, -1.0, 3598760.0]",supplementary workflow by-product; not the paper benchmark target
2023_DELA_7__4_4,2023_DELA_7__4_4.tif,validation,s2_l2a_10m/2023_DELA_7__4_4.tif,neon_2.5m_linearized/2023_DELA_7__4_4.tif,neon_2.5m_linearized/2023_DELA_7__4_4.tif,neon_1m_linearized/2023_DELA_7__4_4.tif,"[2.5, 1.0]",2.5,-87.79294912927413,32.5121231473301,81,Pasture,80,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32616,"[10.0, 0.0, 424240.0, 0.0, -10.0, 3598760.0]","[2.5, 0.0, 424240.0, 0.0, -2.5, 3598760.0]",-87.79294912927413,32.5121231473301,Tree cover,81,Pasture,80,Rural,2023_DELA_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DELA_7,2023-05-25,2023-05-25 14:23:34,2023-05-27 19:07:02,COPERNICUS/S2_SR_HARMONIZED/20230417T162831_20230417T163229_T16SDA,2023-04-17,2023-04-17 16:44:37.798,38,0.9215686274509804,0.0016201231293578,0.0,1024,1024,2.5,0,"[2.5, 0.0, 424240.0, 0.0, -2.5, 3598760.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 424240.0, 0.0, -1.0, 3598760.0]",supplementary workflow by-product; not the paper benchmark target
2023_DELA_7__4_5,2023_DELA_7__4_5.tif,validation,s2_l2a_10m/2023_DELA_7__4_5.tif,neon_2.5m_linearized/2023_DELA_7__4_5.tif,neon_2.5m_linearized/2023_DELA_7__4_5.tif,neon_1m_linearized/2023_DELA_7__4_5.tif,"[2.5, 1.0]",2.5,-87.7656962986703,32.51229197427524,81,Pasture,80,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32616,"[10.0, 0.0, 426800.0, 0.0, -10.0, 3598760.0]","[2.5, 0.0, 426800.0, 0.0, -2.5, 3598760.0]",-87.7656962986703,32.51229197427524,Grassland,81,Pasture,80,Rural,2023_DELA_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DELA_7,2023-05-25,2023-05-25 14:23:34,2023-05-27 19:07:02,COPERNICUS/S2_SR_HARMONIZED/20230417T162831_20230417T163229_T16SDA,2023-04-17,2023-04-17 16:44:37.798,38,0.9215686274509804,0.2277234849090705,0.0,1024,1024,2.5,0,"[2.5, 0.0, 426800.0, 0.0, -2.5, 3598760.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 426800.0, 0.0, -1.0, 3598760.0]",supplementary workflow by-product; not the paper benchmark target
2023_DSNY_7__0_0,2023_DSNY_7__0_0.tif,validation,s2_l2a_10m/2023_DSNY_7__0_0.tif,neon_2.5m_linearized/2023_DSNY_7__0_0.tif,neon_2.5m_linearized/2023_DSNY_7__0_0.tif,neon_1m_linearized/2023_DSNY_7__0_0.tif,"[2.5, 1.0]",2.5,-81.48580211225064,28.148427288099565,90,WoodyWetlands,90,Water,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32617,"[10.0, 0.0, 451020.0, 0.0, -10.0, 3115020.0]","[2.5, 0.0, 451020.0, 0.0, -2.5, 3115020.0]",-81.48580211225064,28.148427288099565,Grassland,90,WoodyWetlands,90,Water,2023_DSNY_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DSNY_7,2023-04-18,2023-04-18 14:40:11,2023-05-03 21:00:24,COPERNICUS/S2_SR_HARMONIZED/20230314T155939_20230314T161314_T17RMM,2023-03-14,2023-03-14 16:15:33.358,35,0.9098039215686274,39.54435163874692,0.0,1024,1024,2.5,0,"[2.5, 0.0, 451020.0, 0.0, -2.5, 3115020.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 451020.0, 0.0, -1.0, 3115020.0]",supplementary workflow by-product; not the paper benchmark target
2023_DSNY_7__0_1,2023_DSNY_7__0_1.tif,validation,s2_l2a_10m/2023_DSNY_7__0_1.tif,neon_2.5m_linearized/2023_DSNY_7__0_1.tif,neon_2.5m_linearized/2023_DSNY_7__0_1.tif,neon_1m_linearized/2023_DSNY_7__0_1.tif,"[2.5, 1.0]",2.5,-81.45973041956726,28.148517243362647,22,LowIntensity,20,Developed,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32617,"[10.0, 0.0, 453580.0, 0.0, -10.0, 3115020.0]","[2.5, 0.0, 453580.0, 0.0, -2.5, 3115020.0]",-81.45973041956726,28.148517243362647,Tree cover,22,LowIntensity,20,Developed,2023_DSNY_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DSNY_7,2023-04-18,2023-04-18 14:40:11,2023-05-03 21:00:24,COPERNICUS/S2_SR_HARMONIZED/20230314T155939_20230314T161314_T17RMM,2023-03-14,2023-03-14 16:15:33.358,35,0.9098039215686274,25.07814556396416,0.0,1024,1024,2.5,0,"[2.5, 0.0, 453580.0, 0.0, -2.5, 3115020.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 453580.0, 0.0, -1.0, 3115020.0]",supplementary workflow by-product; not the paper benchmark target
2023_DSNY_7__0_2,2023_DSNY_7__0_2.tif,validation,s2_l2a_10m/2023_DSNY_7__0_2.tif,neon_2.5m_linearized/2023_DSNY_7__0_2.tif,neon_2.5m_linearized/2023_DSNY_7__0_2.tif,neon_1m_linearized/2023_DSNY_7__0_2.tif,"[2.5, 1.0]",2.5,-81.4336586101166,28.14860223818556,90,WoodyWetlands,90,Water,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32617,"[10.0, 0.0, 456140.0, 0.0, -10.0, 3115020.0]","[2.5, 0.0, 456140.0, 0.0, -2.5, 3115020.0]",-81.4336586101166,28.14860223818556,Tree cover,90,WoodyWetlands,90,Water,2023_DSNY_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DSNY_7,2023-04-18,2023-04-18 14:40:11,2023-05-03 21:00:24,COPERNICUS/S2_SR_HARMONIZED/20230314T155939_20230314T161314_T17RMM,2023-03-14,2023-03-14 16:15:33.358,35,0.9058823529411764,29.356990217703498,0.0,1024,1024,2.5,0,"[2.5, 0.0, 456140.0, 0.0, -2.5, 3115020.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 456140.0, 0.0, -1.0, 3115020.0]",supplementary workflow by-product; not the paper benchmark target
2023_DSNY_7__0_3,2023_DSNY_7__0_3.tif,validation,s2_l2a_10m/2023_DSNY_7__0_3.tif,neon_2.5m_linearized/2023_DSNY_7__0_3.tif,neon_2.5m_linearized/2023_DSNY_7__0_3.tif,neon_1m_linearized/2023_DSNY_7__0_3.tif,"[2.5, 1.0]",2.5,-81.40758669051979,28.148682272488266,81,Pasture,80,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32617,"[10.0, 0.0, 458700.0, 0.0, -10.0, 3115020.0]","[2.5, 0.0, 458700.0, 0.0, -2.5, 3115020.0]",-81.40758669051979,28.148682272488266,Grassland,81,Pasture,80,Rural,2023_DSNY_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DSNY_7,2023-04-18,2023-04-18 14:40:11,2023-05-03 21:00:24,COPERNICUS/S2_SR_HARMONIZED/20230314T155939_20230314T161314_T17RMM,2023-03-14,2023-03-14 16:15:33.358,35,0.9098039215686274,33.70837800532983,0.0,1024,1024,2.5,0,"[2.5, 0.0, 458700.0, 0.0, -2.5, 3115020.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 458700.0, 0.0, -1.0, 3115020.0]",supplementary workflow by-product; not the paper benchmark target
2023_DSNY_7__1_0,2023_DSNY_7__1_0.tif,validation,s2_l2a_10m/2023_DSNY_7__1_0.tif,neon_2.5m_linearized/2023_DSNY_7__1_0.tif,neon_2.5m_linearized/2023_DSNY_7__1_0.tif,neon_1m_linearized/2023_DSNY_7__1_0.tif,"[2.5, 1.0]",2.5,-81.48569788597138,28.125318701154605,90,WoodyWetlands,90,Water,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32617,"[10.0, 0.0, 451020.0, 0.0, -10.0, 3112460.0]","[2.5, 0.0, 451020.0, 0.0, -2.5, 3112460.0]",-81.48569788597138,28.125318701154605,Tree cover,90,WoodyWetlands,90,Water,2023_DSNY_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DSNY_7,2023-04-18,2023-04-18 14:40:11,2023-05-03 21:00:24,COPERNICUS/S2_SR_HARMONIZED/20230418T155821_20230418T160614_T17RMM,2023-04-18,2023-04-18 16:15:28.077,0,0.9019607843137256,9.65231279882214,0.0,1024,1024,2.5,0,"[2.5, 0.0, 451020.0, 0.0, -2.5, 3112460.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 451020.0, 0.0, -1.0, 3112460.0]",supplementary workflow by-product; not the paper benchmark target
2023_DSNY_7__1_1,2023_DSNY_7__1_1.tif,validation,s2_l2a_10m/2023_DSNY_7__1_1.tif,neon_2.5m_linearized/2023_DSNY_7__1_1.tif,neon_2.5m_linearized/2023_DSNY_7__1_1.tif,neon_1m_linearized/2023_DSNY_7__1_1.tif,"[2.5, 1.0]",2.5,-81.45963178633846,28.125408569619083,21,OpenSpace,20,Developed,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32617,"[10.0, 0.0, 453580.0, 0.0, -10.0, 3112460.0]","[2.5, 0.0, 453580.0, 0.0, -2.5, 3112460.0]",-81.45963178633846,28.125408569619083,Tree cover,21,OpenSpace,20,Developed,2023_DSNY_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DSNY_7,2023-04-18,2023-04-18 14:40:11,2023-05-03 21:00:24,COPERNICUS/S2_SR_HARMONIZED/20230314T155939_20230314T161314_T17RMM,2023-03-14,2023-03-14 16:15:33.358,35,0.9098039215686274,0.0001600028480506,0.0,1024,1024,2.5,0,"[2.5, 0.0, 453580.0, 0.0, -2.5, 3112460.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 453580.0, 0.0, -1.0, 3112460.0]",supplementary workflow by-product; not the paper benchmark target
2023_DSNY_7__1_2,2023_DSNY_7__1_2.tif,validation,s2_l2a_10m/2023_DSNY_7__1_2.tif,neon_2.5m_linearized/2023_DSNY_7__1_2.tif,neon_2.5m_linearized/2023_DSNY_7__1_2.tif,neon_1m_linearized/2023_DSNY_7__1_2.tif,"[2.5, 1.0]",2.5,-81.43356557004493,28.12549348242963,90,WoodyWetlands,90,Water,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32617,"[10.0, 0.0, 456140.0, 0.0, -10.0, 3112460.0]","[2.5, 0.0, 456140.0, 0.0, -2.5, 3112460.0]",-81.43356557004493,28.12549348242963,Tree cover,90,WoodyWetlands,90,Water,2023_DSNY_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DSNY_7,2023-04-18,2023-04-18 14:40:11,2023-05-03 21:00:24,COPERNICUS/S2_SR_HARMONIZED/20230314T155939_20230314T161314_T17RMM,2023-03-14,2023-03-14 16:15:33.358,35,0.9098039215686274,0.0,0.0,1024,1024,2.5,0,"[2.5, 0.0, 456140.0, 0.0, -2.5, 3112460.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 456140.0, 0.0, -1.0, 3112460.0]",supplementary workflow by-product; not the paper benchmark target
2023_DSNY_7__1_3,2023_DSNY_7__1_3.tif,validation,s2_l2a_10m/2023_DSNY_7__1_3.tif,neon_2.5m_linearized/2023_DSNY_7__1_3.tif,neon_2.5m_linearized/2023_DSNY_7__1_3.tif,neon_1m_linearized/2023_DSNY_7__1_3.tif,"[2.5, 1.0]",2.5,-81.40749924370597,28.125573439506304,90,WoodyWetlands,90,Water,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32617,"[10.0, 0.0, 458700.0, 0.0, -10.0, 3112460.0]","[2.5, 0.0, 458700.0, 0.0, -2.5, 3112460.0]",-81.40749924370597,28.125573439506304,Tree cover,90,WoodyWetlands,90,Water,2023_DSNY_7,projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DSNY_7,2023-04-18,2023-04-18 14:40:11,2023-05-03 21:00:24,COPERNICUS/S2_SR_HARMONIZED/20230314T155939_20230314T161314_T17RMM,2023-03-14,2023-03-14 16:15:33.358,35,0.9058823529411764,0.003860068709223,0.0,1024,1024,2.5,0,"[2.5, 0.0, 458700.0, 0.0, -2.5, 3112460.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 458700.0, 0.0, -1.0, 3112460.0]",supplementary workflow by-product; not the paper benchmark target
